Sites Assessed for Housing in Site Allocations Plan 
HMCA ,Site Ref ,SA01 ,SA02 ,SA03 ,SA04 ,SA05 ,SA06 ,SA07 ,SA08 ,SA09 ,SA10 ,SA11 ,SA12 ,SA13 ,SA14 ,SA15 ,SA16 ,SA17 ,SA18a ,SA18b ,SA18c ,SA19 ,SA20 ,SA21 ,SA22a ,SA22b ,SA22c ,SA22d ,SustApprComment
1 ,2160 ,0 ,0 ,0 ,-1 ,0 ,0 ,1 ,-1 ,-1 ,-1 ,-2 ,-2 ,-1 ,-2 ,-1 ,-1 ,0 ,0 ,0 ,0 ,-2 ,-1 ,-1 ,-1 ,0 ,0 ,1 ,SA16 Due to site size could accommodate new uses/self sustaining
1 ,2160 ,0 ,0 ,0 ,-1 ,0 ,0 ,1 ,0 ,-1 ,-1 ,-2 ,-2 ,-1 ,1 ,-1 ,-1 ,0 ,0 ,0 ,0 ,-1 ,-1 ,-1 ,0 ,0 ,0 ,0,""
1 ,2160 ,0 ,0 ,0 ,-1 ,0 ,0 ,1 ,0 ,-1 ,-1 ,-2 ,-2 ,-1 ,1 ,-1 ,-1 ,0 ,0 ,0 ,0 ,-1 ,-1 ,-1 ,0 ,0 ,0 ,0,""
1 ,2161 ,-1 ,-1 ,0 ,0 ,0 ,0 ,1 ,-1 ,0 ,1 ,-2 ,-2 ,-1 ,1 ,0 ,-1 ,-1 ,1 ,0 ,0 ,-2 ,0 ,0 ,0 ,0 ,0 ,-2 ,SA12 Part SSSI and SA19 dense woodland
1 ,2162 ,0 ,0 ,1 ,1 ,0 ,0 ,1 ,-1 ,0 ,1 ,-2 ,-1 ,-1 ,-2 ,-1 ,-1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-2 ,0 ,0 ,0 ,SA14 small incursion into floodzone 2 and 3ai
1 ,2163A ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,-1 ,0 ,1 ,-2 ,-1 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,-2 ,0 ,0 ,-2 ,0 ,0 ,0,""
1 ,2163B ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,-1 ,0 ,-1 ,-2 ,-2 ,-2 ,-2 ,-1 ,-2 ,0 ,0 ,0 ,0 ,-2 ,0 ,0 ,-2 ,0 ,0 ,1,""
1 ,3026 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,-1 ,0 ,1 ,-2 ,-1 ,-1 ,-1 ,0 ,-1 ,0 ,0 ,0 ,0 ,-2 ,0 ,0 ,-2 ,0 ,0 ,0,""
1 ,3028 ,0 ,0 ,0 ,0 ,0 ,-2 ,1 ,-1 ,-1 ,-2 ,-2 ,0 ,-1 ,1 ,-1 ,-1 ,0 ,0 ,0 ,0 ,-2 ,-1 ,0 ,-1 ,0 ,0 ,0 ,SA6 & SA10 existing greenspace use (Parkinson Park)
1 ,3029 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,-1 ,0 ,0 ,-2 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-1 ,0 ,-1 ,0 ,0 ,0,""
1 ,3030 ,0 ,0 ,0 ,0 ,0 ,-1 ,1 ,-1 ,-1 ,1 ,-2 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,-1 ,0 ,-1 ,0 ,0 ,0,""
1 ,3031 ,0 ,0 ,1 ,-1 ,0 ,-1 ,1 ,-1 ,0 ,1 ,-2 ,0 ,-2 ,1 ,-1 ,-2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-2 ,0 ,0 ,1,""
1 ,3033 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,-1 ,0 ,1 ,-2 ,0 ,-2 ,1 ,-1 ,-2 ,0 ,0 ,0 ,0 ,-2 ,0 ,0 ,-2 ,0 ,0 ,0,""
1 ,3034 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0? ,0 ,0 ,-2 ,0 ,-1 ,1 ,-1 ,-1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-1 ,0 ,0 ,1,""
1 ,3034 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0? ,-1 ,1 ,-2 ,0 ,-1 ,1 ,-1 ,-1 ,0 ,0 ,0 ,0 ,0 ,-1 ,0 ,0 ,0 ,0 ,0,""
1 ,3034 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0? ,0 ,0 ,-2 ,0 ,-1 ,1 ,-1 ,-1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-1 ,0 ,0 ,1,""
1 ,3034 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0? ,-1 ,1 ,-2 ,0 ,-1 ,1 ,-1 ,-1 ,0 ,0 ,0 ,0 ,0 ,-1 ,0 ,0 ,0 ,0 ,0,""
1 ,3326 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,-2 ,-2 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-1 ,0 ,0 ,1 ,SA11 SEGI designation
1 ,3329 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,-2 ,-1 ,1 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,-2 ,0 ,0 ,-2 ,0 ,0 ,1,""
1 ,3331 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,-1 ,-2 ,-1 ,2 ,1 ,1 ,2 ,0 ,0 ,0 ,0 ,-2 ,0 ,0 ,-2 ,0 ,0 ,1,""
1 ,3366 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,1 ,0 ,0 ,-2 ,-1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0,""
1 ,4019 ,0 ,0 ,1 ,1 ,0 ,1 ,1 ,1 ,0 ,1 ,1 ,0 ,2 ,2 ,1 ,2 ,0 ,0 ,0 ,0 ,-2 ,0 ,0 ,0 ,0 ,0 ,0,""
1 ,4020 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,-1 ,-2 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,-2 ,0 ,0 ,-2 ,0 ,0 ,0,""
1 ,4043 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,-1 ,0 ,1 ,-2 ,-2 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-1 ,0 ,0 ,0,""
1 ,4095 ,0 ,0 ,1 ,1 ,0 ,0 ,1 ,1 ,0 ,0 ,-2 ,-2 ,1 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,-2 ,0 ,0 ,-2 ,0 ,0 ,1,""
HMCA ,Site Ref ,SA01 ,SA02 ,SA03 ,SA04 ,SA05 ,SA06 ,SA07 ,SA08 ,SA09 ,SA10 ,SA11 ,SA12 ,SA13 ,SA14 ,SA15 ,SA16 ,SA17 ,SA18a ,SA18b ,SA18c ,SA19 ,SA20 ,SA21 ,SA22a ,SA22b ,SA22c ,SA22d ,SustApprComment
1 ,4254 ,0 ,0 ,0 ,-1 ,0 ,-1 ,1 ,0 ,0 ,x ,-2 ,-2 ,x ,1 ,x ,x ,0 ,0 ,0 ,0 ,-2 ,0 ,0 ,-2 ,0 ,0 ,1 ,SA21 in conservation but character could be preserved by retaining trees.
1 ,5145 ,0 ,0 ,x ,x ,0 ,0 ,1 ,-1 ,0 ,x ,-2 ,-2 ,-1 ,1 ,0 ,-1 ,0 ,0 ,0 ,0 ,-2 ,0 ,x ,-1 ,0 ,0 ,1,""
1 ,5151 ,0 ,0 ,x ,x ,0 ,0 ,1 ,0 ,0 ,x ,-2 ,0 ,x ,1 ,x ,x ,0 ,0 ,0 ,0 ,-2 ,0 ,0 ,0 ,0 ,0 ,0 ,SA21 the site lies within the Rawdon Cragg Wood Conservation Area and close 
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",to a listed building and landmark building identified in the Conservation Area 
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Appraisal. The effect of development of the site on the character of the area 
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",is uncertain.
1 ,5152 ,0 ,0 ,x ,x ,0 ,0 ,1 ,0 ,0 ,x ,-2 ,-2 ,x ,1 ,x ,x ,0 ,0 ,0 ,0 ,-2 ,0 ,0 ,0 ,0 ,0 ,0 ,SA20 Whilst the scale of the site is relatively in scale with the main urban 
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","areas adjacent, it is insensitive to the scale of the dispersed pattern of "
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",buildings nearby within the Conservation Area. SA21 the site lies within the 
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",Rawdon Cragg Wood Conservation Area and close to a listed building and 
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",landmark building identified in the Conservation Area Appraisal. The effect of 
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",development of the site on the character of the area is uncertai
2 ,187 ,-1 ,-1 ,1 ,1 ,0 ,2 ,1 ,1 ,0 ,-2 ,1 ,0 ,2 ,2 ,2 ,2 ,0 ,1 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1,""
2 ,187 ,-1 ,-1 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,x ,1 ,0 ,2 ,2 ,2 ,2 ,0 ,1 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,Assesseed for employment
2 ,200 ,0 ,0 ,1 ,1 ,0 ,2 ,1 ,1 ,0 ,-1 ,1 ,0 ,2 ,-1 ,2 ,2 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,""
2 ,216,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
2 ,225 ,-1 ,-1 ,0 ,1 ,0 ,2 ,1 ,0? ,0 ,-2 ,1 ,0 ,2 ,-1 ,2 ,2 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,""
2 ,225 ,-1 ,-1 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,x ,1 ,0 ,2 ,-1 ,2 ,2 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,Assesseed for employment
2 ,230 ,0 ,0 ,-1 ,1 ,0 ,2 ,1 ,1 ,0 ,-2 ,2 ,0 ,2 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1,""
2 ,230 ,1 ,1 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,x ,2 ,0 ,2 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,Assesseed for employment
2 ,231 ,0 ,0 ,1 ,1 ,0 ,2 ,1 ,0? ,0 ,-1 ,1 ,0 ,2 ,2 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,""
2 ,231 ,1 ,1 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,x ,2 ,0 ,2 ,2 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,Assesseed for employment
2 ,403 ,-1 ,-1 ,1 ,1 ,0 ,2 ,1 ,0? ,0 ,-2 ,1 ,0 ,2 ,2 ,2 ,2 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,""
2 ,410 ,0 ,0 ,1 ,1 ,0 ,2 ,1 ,1 ,0 ,0 ,2 ,0 ,2 ,2 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1,""
2 ,411 ,1 ,1 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,x ,2 ,0 ,2 ,2 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,Assesseed for employment
2 ,411 ,0 ,0 ,1 ,1 ,0 ,2 ,1 ,1 ,0 ,-1 ,2 ,0 ,2 ,2 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,1,""
2 ,415 ,0 ,0 ,1 ,1 ,0 ,2 ,1 ,0? ,0 ,-1 ,1 ,0 ,2 ,-1 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1,""
2 ,415 ,1 ,1 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,x ,1 ,0 ,2 ,-1 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,Assesseed for employment
2 ,420 ,-1 ,-1 ,1 ,1 ,0 ,2 ,1 ,1 ,0 ,-1 ,1 ,0 ,2 ,2 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,""
2 ,420 ,-1 ,-1 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,x ,1 ,0 ,2 ,2 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,Assesseed for employment
2 ,421,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
2 ,425 ,1 ,1 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,x ,1 ,0 ,2 ,2 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,Assesseed for employment
2 ,425 ,0 ,0 ,1 ,1 ,0 ,2 ,1 ,0? ,0 ,-1 ,1 ,0 ,2 ,2 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,""
2 ,426 ,-1 ,-1 ,-1 ,1 ,0 ,2 ,1 ,0? ,0 ,-2 ,1 ,0 ,1 ,2 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,""
2 ,429 ,-1 ,-1 ,1 ,1 ,0 ,2 ,1 ,0? ,0 ,-2 ,1 ,0 ,2 ,2 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,""
2 ,431 ,-1 ,-1 ,1 ,1 ,0 ,2 ,1 ,0? ,0 ,-1 ,1 ,0 ,2 ,-1 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,""
2 ,443 ,1 ,1 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,x ,1 ,0 ,2 ,2 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,Assesseed for employment
2 ,443 ,0 ,0 ,1 ,1 ,0 ,2 ,1 ,1 ,0 ,0 ,1 ,0 ,2 ,2 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,""
2 ,446,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
2 ,449 ,-1 ,-1 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,x ,1 ,0 ,2 ,2 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,Assesseed for employment
2 ,449 ,-1 ,-1 ,1 ,1 ,0 ,2 ,1 ,0? ,0 ,-2 ,1 ,0 ,2 ,2 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,""
2 ,456,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
2 ,462 ,0 ,0 ,1 ,1 ,0 ,2 ,1 ,1 ,0 ,-2 ,1 ,0 ,2 ,2 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,-1 ,0 ,0 ,0 ,1,""
2 ,1009 ,-1 ,-1 ,0 ,1 ,0 ,2 ,1 ,1 ,0 ,-1 ,1 ,0 ,1 ,0 ,1 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,-1 ,0 ,0 ,0 ,1,""
2 ,1010 ,-1 ,-1 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,x ,1 ,0 ,1 ,0 ,2 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,Assesseed for employment
2 ,1010 ,-1 ,-1 ,1 ,1 ,0 ,2 ,1 ,0? ,0 ,-1 ,1 ,0 ,1 ,0 ,2 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,""
2 ,1020 ,0 ,0 ,1 ,1 ,0 ,2 ,1 ,1 ,0 ,-1 ,1 ,0 ,2 ,2 ,2 ,2 ,0 ,1 ,0 ,0 ,0 ,0 ,-1 ,0 ,0 ,0 ,1,""
2 ,1082 ,-1 ,-1 ,1 ,1 ,0 ,2 ,1 ,1 ,0 ,-1 ,1 ,0 ,2 ,-1 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,""
2 ,1140 ,0 ,0 ,1 ,1 ,0 ,2 ,1 ,1 ,0 ,-1 ,1 ,0 ,2 ,2 ,1 ,2 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,outside city centre
2 ,1267 ,1 ,1 ,0 ,0 ,0 ,0 ,1 ,0? ,0 ,x ,1 ,0 ,2 ,-1 ,1 ,2 ,0 ,1 ,0 ,-1 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,Assesseed for employment
2 ,1267 ,0 ,0 ,1 ,1 ,0 ,2 ,1 ,1 ,0 ,-1 ,1 ,0 ,2 ,-1 ,1 ,2 ,0 ,1 ,0 ,-1 ,0 ,1 ,0 ,0 ,0 ,0 ,1,""
2 ,2001 ,0 ,0 ,1 ,1 ,0 ,2 ,1 ,1 ,0 ,-1 ,2 ,0 ,2 ,-1 ,2 ,2 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,""
2 ,2002 ,-1 ,-1 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,x ,1 ,0 ,2 ,-1 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,Assesseed for employment
2 ,2002 ,-1 ,-1 ,1 ,1 ,0 ,2 ,1 ,1 ,0 ,-1 ,1 ,0 ,2 ,-1 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,""
2 ,2004 ,-1 ,-1 ,1 ,1 ,0 ,2 ,1 ,0? ,0 ,0 ,1 ,0 ,2 ,2 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,""
2 ,2004 ,-1 ,-1 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,x ,1 ,0 ,2 ,2 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,Assesseed for employment
2 ,2005 ,0 ,0 ,1 ,1 ,0 ,2 ,1 ,1 ,0 ,-1 ,1 ,0 ,1 ,2 ,2 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,""
2 ,2006 ,0 ,0 ,1 ,1 ,0 ,2 ,1 ,0? ,0 ,0 ,1 ,0 ,1 ,2 ,1 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1,""
2 ,2007 ,0 ,0 ,1 ,1 ,0 ,2 ,1 ,1 ,0 ,-1 ,1 ,0 ,2 ,2 ,2 ,2 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,1,""
2 ,2008 ,1 ,1 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,x ,2 ,0 ,2 ,2 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,Assesseed for employment
HMCA ,Site Ref ,SA01 ,SA02 ,SA03 ,SA04 ,SA05 ,SA06 ,SA07 ,SA08 ,SA09 ,SA10 ,SA11 ,SA12 ,SA13 ,SA14 ,SA15 ,SA16 ,SA17 ,SA18a ,SA18b ,SA18c ,SA19 ,SA20 ,SA21 ,SA22a ,SA22b ,SA22c ,SA22d ,SustApprComment
